phone_full_name,phone_review_rating,phone_rate_number,phone_sale_price,phone_list_price,phone_discount,phone_brand,phone_dim,phone_weight,phone_ASIN,phone_model_numer,phone_batteries,phone_os,phone_ram,phone_wire_com_tech,phone_conn_tech,phone_is_GPS,phone_special_features,phone_display_tech,phone_other_display_features,phone_human_int_input,phone_scanner_res,phone_other_cam_features,phone_from_factor,phone_color,phone_batt_power_rating,phone_set,phone_manufacturer,phone_date,phone_mem_storage_cap,phone_standing_screen_display_size,phone_ram_memory_installed_size,phone_cust_rev_5_perc,phone_cust_rev_4_perc,phone_cust_rev_3_perc,phone_cust_rev_2_perc,phone_cust_rev_1_perc,phone_cust_say
"SAMSUNG Galaxy Z Fold 4 Cell Phone, Factory Unlocked Android Smartphone, 512GB, Flex Mode, Hands Free Video, Multi Window View, Foldable Display, S Pen Compatible, US Version, 2022, Phantom Black",4.2,513 ratings,"$1,250.00",$29.97,0%,SAMSUNG,Sorry bro,9.3 ounces,B0B3T7SPPZ,SM-F936UZKEXAA,2 Lithium Ion batteries required. (included),Android,12 GB,Cellular,"Wi-Fi, USB, NFC",True,"Fast Charging Support, Dual SIM, Always On Display, Built-In GPS, Wireless Charging",Sorry bro,Wireless,"Touchscreen, Buttons",2176 x 1812,"Rear, Front",Fold,Phantom Black,4400 Milliampere Hour (mAh),"SIM Card Ejector, USB Cable",SAMSUNG,"August 10, 2022",512 GB,7.6 Inches,12 GB,Sorry bro,Sorry bro,3%,2%,71%,"{'Phone quality': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Camera quality': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Productivity': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Display quality': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'MIXED'}, 'Screen size': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '23', 'neg_rev': '8', 'tone': 'MIXED'}}"
SAMSUNG Galaxy Z Flip 4 5G: Unlocked - 256GB Storage - Gold Frame/Yellow (Top)/White (Bottom) Bespoke,Sorry bro,Sorry bro,$649.98,Sorry bro,0%,SAMSUNG,6.5 x 2.83 x 0.27 inches,6.6 ounces,B0DZQ9WX37,SM-F721U,Sorry bro,Android,Sorry bro,Sorry bro,Wi-Fi,True,Foldable Screen,Sorry bro,Wireless,Touchscreen,1080 x 2640,Front,Flip,Bespoke,3700 Milliamp Hours,"SIM Tray Ejector, USB Cable",Samsung,"October 28, 2022",256 GB,6.7 Inches,8 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"Xiaomi Mi 13T Pro 5G Dual Sim 512B ROM 12GB RAM Factory, 50MP Camera, Global Version Mobile Cell Phone – Black",4.3,91 ratings,$580.01,Sorry bro,0%,Xiaomi,Sorry bro,1.1 pounds,B0CJ33XH6P,M12,1 CR5 batteries required. (included),"MIUI 14, based on Android 13",12 GB,Cellular,Wi-Fi,True,Fast Charging Support,Sorry bro,Wireless,Touchscreen,2712 x 1220,"Rear, Front",Smartphone,Black Global ROM,5000 Milliamp Hours,"Wall Charger, Adapter, Phone Case, Fast Car Charger 51W",Xiaomi,"September 22, 2023",512 GB,6.67 Inches,12 GB,Sorry bro,4%,Sorry bro,2%,Sorry bro,{}
"Xiaomi Redmi Note 13 PRO 4G LTE (256GB + 12GB) 6.67"" 200MP Triple (Tmobile Mint Tello & Global) Global Bands Unlocked + (Fast Car Dual Bundle) (Midnight Black)",Sorry bro,Sorry bro,$269.99,Sorry bro,0%,Xiaomi,Sorry bro,14 ounces,B0DCWNDPFK,Note 13 PRO 4G LTE,1 Lithium Polymer batteries required. (included),MIUI 14,Sorry bro,Cellular,4G,True,Sorry bro,Sorry bro,Wireless,Sorry bro,2400 x 1080,Front,Smartphone,Midnight Black,5000 Milliamp Hours,"Wall Adapter, SIM Tray Ejector, Fast Car charger, USB Cable",Xiaomi,"August 12, 2024",256 GB,6.67 Inches,12 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Apple USB-C Woven Charge Cable (1 m) ​​​​​​​,4.7,"4,089 ratings",Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy S9+ Plus G965U 64GB 6GB RAM 6.2 Display IP68 Water Resistance TMobile GSM Unlocked - Midnight Black,4.3,142 ratings,$299.97,Sorry bro,0%,Samsung,6 x 4 x 4 inches,15.2 ounces,B083B62LR1,Galaxy S9+,1 Lithium Ion batteries required. (included),Android 8.0,6 GB,Cellular,Bluetooth,True,IP68 Water Resistance,Super AMOLED,Wireless,Touchscreen,1440 x 2960,"Rear, Front",Smartphone,Midnight Black,Sorry bro,"[POSSIBLE] 'USB Cable', 'Charger', 'SIM Tool'",Samsung,"March 22, 2019",64 GB,6.2 Inches,6 GB,Sorry bro,4%,Sorry bro,12%,Sorry bro,{}
"Xiaomi 13T PRO 5G + 4G LTE (512GB+12GB) Global ROM Unlocked Worldwide (Tmobile Mint Tello Global) 50MP Triple Pro Leica Camera 6.67"" 144Mhz + (w/Fast 51w Car Charger) (Meadow Green Global ROM)",4.0,88 ratings,$591.46,Sorry bro,0%,Xiaomi,6.39 x 2.98 x 0.34 inches,1.4 pounds,B081RX9L6Z,MZB0EJYEU,1 Lithium Polymer batteries required. (included),"MIUI 14, based on Android 13",12 GB,Cellular,Wi-Fi,True,Fast Charging Support,Sorry bro,Wireless,Touchscreen,Sorry bro,Front,Smartphone,Meadow Green Global ROM,5000 Milliamp Hours,"Wall Charger, Adapter, Phone Case, Fast Car Charger 51W",Xiaomi,"September 22, 2023",512 GB,6.67 Inches,Sorry bro,5%,64%,13%,Sorry bro,Sorry bro,{}
Samsung Galaxy S8 64GB at&T - Midnight Black,2.7,13 ratings,$118.99,Sorry bro,0%,Samsung,Sorry bro,10.8 ounces,B07K4R5R17,SM-G950UZKAATT,Sorry bro,Android 7.0,Sorry bro,Sorry bro,Wi-Fi,True,Infinity Screen,Sorry bro,Wireless,Touchscreen,2960 x 1440,Front,Slate,Midnight Black,Sorry bro,"USB C Cable, Adapter",No,"November 2, 2018",64 GB,5.8 Inches,Sorry bro,Sorry bro,Sorry bro,13%,Sorry bro,Sorry bro,{}
Samsung Original Galaxy S20 | S20 5G LED View Cover/Mobile Phone Case - Sky Blue,4.0,247 ratings,$65.00,Sorry bro,0%,SAMSUNG,0.39 x 1.57 x 6.3 inches,0.423 ounces,B083KNY9RV,EF-NG980PLEGEU,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"January 7, 2020",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,Sorry bro,12%,Sorry bro,{}
"SAMSUNG Galaxy S23 Ultra Rugged Gadget Phone Case, Heavy Duty Protective Cover w/Platform for Card Slot Holder, Wrist Strap, Detachable Accessories, US Version, EF-RS918CBEGUS, Titan",4.2,134 ratings,$13.94,"$1,299.99",0%,SAMSUNG,3.55 x 6.74 x 1.07 inches,6.7 ounces,B0BSM3J18X,EF-RS918CBEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Card Slot,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Titan,Sorry bro,"Detachable accessories (e.g., wrist strap, card slot holder)",SAMSUNG,"February 1, 2023",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,Sorry bro,Sorry bro,71%,"{'Durability': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Phone case quality': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Accessory pack': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'POSITIVE'}, 'Comfort': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'MIXED'}, 'Bulkiness': {'pos_rev': '17', 'neg_rev': '1', 'tone': 'NEGATIVE'}}"
Samsung Galaxy S6 Active G890A 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - White,3.8,526 ratings,$284.98,Sorry bro,0%,SAMSUNG,5.78 x 0.34 x 2.89 inches,5.3 ounces,B014RXU3NE,SM-G890A,1 Lithium Metal batteries required.,Android 5.0,Sorry bro,Cellular,Wi-Fi,True,Sorry bro,Sorry bro,Wireless,Touchscreen,1440 x 2560,"Rear, Front",Smartphone,White,Sorry bro,"Screen Protector, USB Cable",No,"September 1, 2015",32 GB,5.1 Inches,3 GB,5%,14%,13%,52%,Sorry bro,"{'Phone quality': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'MIXED'}, 'Speed': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'NEGATIVE'}, 'Screen damage': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'NEGATIVE'}, 'Screen quality': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'NEGATIVE'}, 'Phone unlockability': {'pos_rev': '71', 'neg_rev': '20', 'tone': 'NEGATIVE'}}"
"Samsung Galaxy S9, 64GB GSM Unlocked 4G LTE Smartphone (Midnight Black) - International Version",3.4,25 ratings,$349.99,Sorry bro,0%,SAMSUNG,5.81 x 0.33 x 2.7 inches,5.7 ounces,B07B99FMQ2,Galaxy S9,Sorry bro,Android 8.0,4 GB,Cellular,Wi-Fi,True,International Version,Super AMOLED,Wireless,Touchscreen,1440 x 2960,Front,Smartphone,Black,Sorry bro,Sorry bro,No,"March 19, 2018",64 GB,5.8 Inches,4 GB,45%,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"BlackBerry KEYone 32GB BBB100-1 - 4.5"" Inch Factory Unlocked LTE Smartphone (Silver) - International Version - No Warranty in The US - GSM ONLY, NO CDMA",3.2,67 ratings,$339.99,Sorry bro,0%,BlackBerry,5.87 x 2.85 x 0.37 inches,6.4 ounces,B0758HM95H,PRD-63116-021,1 Lithium Ion batteries required.,android,3 GB,Cellular,Wi-Fi,True,scratch resistant,Sorry bro,Wireless,Keyboard,338 x 254,"Rear, Front",Bar,Silver,Sorry bro,"Adapter, USB Cable",No,"August 31, 2017",32 GB,4.5 Inches,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Quality': {'pos_rev': '6', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Keyboard': {'pos_rev': '6', 'neg_rev': '2', 'tone': 'POSITIVE'}}"
"Redmi Xiaomi 13 4G LTE (128GB + 6GB) Factory Unlocked Global ROM GSM 6.79"" 108MP Dual Camera (Tello Mint & Global) (Midnight Black (Global ROM))",4.7,(4),Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy A16 4G LTE (128GB + 4GB) (for T-Mobile Mint Tello & Global) NFC SM-A165M/DSN Dual Sim Warranty Latin America 6.7"" 50MP Triple Camera (Light Green)",Sorry bro,Sorry bro,$139.00,$199.99,0%,SAMSUNG,6 x 4 x 2 inches,14.9 ounces,B0DRZ2J5FL,TSGA16VC,1 A batteries required.,android,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Smartphone,Light Green,5000 Milliamp Hours,USB Cable,No,"February 7, 2025",4 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
BlackBerry Passport Unlocked Phone - Retail Packaging - Silver,4.4,"1,766 ratings",Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy S10+ Plus (128GB, 8GB) 6.4"" AMOLED, Snapdragon 855, IP68 Water Resistant, Global 4G LTE (GSM + CDMA) Unlocked (AT&T, Verizon, T-Mobile, Metro) G975U (Prism White)",4.3,53 ratings,$369.98,$369.98,49%,SAMSUNG,6 x 4 x 2 inches,0.141 ounces,B08G5D1CLF,S10 Plus,1 Lithium Ion batteries required. (included),Android,Sorry bro,Cellular,Wi-Fi,True,Sorry bro,AMOLED,Wireless,Touchscreen,1440 x 3040,Front,Slate,"Prism White, Blue",4100,TBD,SAMSUNG,"August 18, 2020",128 GB,6.4 Inches,8 GB,Sorry bro,4%,Sorry bro,12%,Sorry bro,{}
TracFone Samsung Galaxy J1 Luna 4G LTE Prepaid Smartphone,4.1,119 ratings,$78.95,Sorry bro,0%,TracFone,5.2 x 0.36 x 2.7 inches,6.4 ounces,B01LXLGYSJ,TFSAS120VCP,1 Lithium Ion batteries required. (included),android,Sorry bro,"Bluetooth, Cellular, Wi-Fi","Bluetooth, Wi-Fi",Sorry bro,Sorry bro,AMOLED,Wireless,Touchscreen,Sorry bro,5.0,Smartphone,Black,Sorry bro,Phone^Charger^Sim Card^Installation Guide,No,"August 10, 2016",32 GB,4.5 Inches,Sorry bro,5%,Sorry bro,Sorry bro,Sorry bro,Sorry bro,"{'Value for money': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Camera quality': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Ease of use': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'MIXED'}, 'Functionality': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'MIXED'}, 'Phone functionality': {'pos_rev': '27', 'neg_rev': '6', 'tone': 'MIXED'}}"
"Xiaomi Redmi 13C 4G LTE (for Tello Mint & Global)(128GB + 6GB) Factory Global GSM 6.74"" 50MP Triple Camera (Clover Green)",4.4,51 ratings,$139.99,$139.99,9%,Xiaomi,6.61 x 3.07 x 0.32 inches,6.8 ounces,B0CRRVXVSC,13C,1 Lithium Polymer batteries required. (included),MIUI 14 based on Android 12,6 GB,Cellular,Wi-Fi,True,Dual Camera,Sorry bro,Wireless,Touchscreen,1280 x 720,Front,Smartphone,Clover Green,5000 Milliamp Hours,"Fast Car Charger, SIM Tray Ejector, Adapter, 16w Wall Charger, 33w Car Charger",Xiaomi,"February 17, 2023",128 GB,6.74 Inches,6 GB,Sorry bro,Sorry bro,23%,2%,Sorry bro,{}
"SAMSUNG Galaxy S22+ Smartphone, Factory GSM Unlocked Android Cell Phone, 256GB, 8K Camera & Video, Brightest Display, Long Battery Life, International Version (US Charger) (Phantom White)",5.0,1 rating,$452.85,Sorry bro,0%,SAMSUNG,Sorry bro,11.2 ounces,B09TWZ86GN,S22+5G,Sorry bro,"Android 11, One UI 4.0",Sorry bro,Cellular,Wi-Fi,True,Sorry bro,Sorry bro,Wireless,Sorry bro,1440 x 3200,Rear,Smartphone,White,4500,Sorry bro,Samsung,"March 4, 2022",256 GB,6.7 Inches,8 GB,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
"SAMSUNG Galaxy A35 5G Silicone Phone Case, Protective Cover with Color Variety, Smooth Grip, Soft and Sleek Design, Snug Fit, US Version, EF-PA356TMEGUS, Lime",4.7,4 ratings,$20.95,Sorry bro,0%,SAMSUNG,6.54 x 3.25 x 0.44 inches,1.16 ounces,B0CV9RZQTT,EF-PA356TMEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Lightweight,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Case,Lime,Sorry bro,Case,SAMSUNG,"April 18, 2024",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,{}
Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Flamingo Pink,4.2,5 ratings,$239.99,$41.38,36%,SAMSUNG,5.59 x 2.75 x 0.31 inches,1 pounds,B07P143MS4,SMG970UZIV,1 Product Specific batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"February 22, 2019",128 GB,5.8 Inches,Sorry bro,Sorry bro,Sorry bro,23%,Sorry bro,Sorry bro,{}
"Apple iPhone 11 Pro Max Forest Green Leather Case - Slim Fit, Wireless Charging Compatible",4.6,"10,780 ratings",$9.00,Sorry bro,0%,Apple,‎62.19 x 30.65 x 3.19 inches,‎1.65 ounces,‎B07XQRK3BR,‎MX0C2ZM/A,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,‎Apple,"‎September 11, 2019",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,Sorry bro,2%,Sorry bro,"{'Phone case': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Looks': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Quality': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'MIXED'}, 'Leather quality': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'MIXED'}, 'Phone protection': {'pos_rev': '197', 'neg_rev': '0', 'tone': 'MIXED'}}"
"SAMSUNG Galaxy Z Fold5 Slim S Pen Phone Case with Built-In New Compact S Pen, Holder and Storage Slot for Pen, Vibrant Color Options, US Version, EF-OF94PCUEGUS, Sand",4.3,172 ratings,$53.14,Sorry bro,0%,SAMSUNG,6.24 x 2.64 x 0.81 inches,1.58 ounces,B0C7CW5TB7,EF-OF94PCUEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Basic Case,Black,Sorry bro,Pouch,Samsung,"July 26, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,4%,Sorry bro,12%,Sorry bro,"{'Appearance': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Pen functionality': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Case quality': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Pen included': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'POSITIVE'}, 'Phone protection': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'MIXED'}, 'Pen slippage': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '13', 'neg_rev': '2', 'tone': 'NEGATIVE'}}"
Nokia C21 Plus | Android 11 (Go Edition) | Unlocked GSM Smartphone | 2-Day Battery | Dual SIM | 3/32GB | 6.52-Inch Screen | Charcoal | Not Compatible with Verizon or AT&T,4.1,32 ratings,$87.93,Sorry bro,0%,Nokia,6.49 x 2.99 x 0.34 inches,6.3 ounces,B0B4Y7DWL2,TA-1425,1 Lithium Ion batteries required. (included),Android 11.0,3 GB,Cellular,"Bluetooth, Wi-Fi, USB",True,"Dual SIM, Octa Core Processor, Dual Camera, Fingerprint Sensor, Smartphone",Sorry bro,Wireless,Touchscreen,720 x 1600,"Rear, Front",Bar,Charcoal,4000,"Headset, SIM Tray Ejector, Adapter, Phone Case, USB Cable",HMD Global Oy,"June 20, 2022",32 GB,6.52 Inches,3 GB,5%,64%,Sorry bro,12%,Sorry bro,"{'Functionality': {'pos_rev': '3', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Phone quality': {'pos_rev': '3', 'neg_rev': '0', 'tone': 'POSITIVE'}}"
"SAMSUNG Galaxy Z Flip5 Silicone Phone Case with Ring, Clear Protective Cover with Soft Matte Finish, Secure Finger Grip, Stylish, Smooth Design, US Version, EF-PF731TVEGUS, Lavender",4.5,264 ratings,$43.00,Sorry bro,0%,SAMSUNG,6.67 x 2.99 x 0.39 inches,1.02 ounces,B0C7CWWFNT,EF-PF731TVEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"July 26, 2023",Sorry bro,Sorry bro,Sorry bro,5%,Sorry bro,Sorry bro,2%,11%,"{'Looks': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Feel': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Color': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Grip': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Durability': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'MIXED'}, 'Value for money': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'MIXED'}, 'Phone drop resistance': {'pos_rev': '18', 'neg_rev': '0', 'tone': 'MIXED'}}"
"BlackBerry Torch 9800 Phone, White (AT&T)",3.2,6 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy S21 FE 5G Clear Phone Cover with Stand, Protective Case, Shockproof Smartphone Protector, Adjustable View Angle, US Version, Transparent",4.4,162 ratings,$18.21,$18.21,18%,SAMSUNG,8 x 3.75 x 0.75 inches,2.08 ounces,B0977M7KCF,EF-JG990CTEGUS,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Samsung,"January 11, 2022",Sorry bro,Sorry bro,Sorry bro,75%,4%,Sorry bro,Sorry bro,Sorry bro,"{'Durability': {'pos_rev': '9', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Fit': {'pos_rev': '9', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Phone case quality': {'pos_rev': '9', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Standability': {'pos_rev': '9', 'neg_rev': '3', 'tone': 'POSITIVE'}, 'Color': {'pos_rev': '9', 'neg_rev': '3', 'tone': 'POSITIVE'}}"
TracFone Motorola Moto G6 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,4.1,441 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy S8-64GB Unlocked GSM Phone - w/ 12MP Camera - Orchid Gray,4.4,"2,940 ratings",$200.00,Sorry bro,0%,SAMSUNG,5.86 x 2.68 x 0.31 inches,5.5 ounces,B06Y15D68F,EF-NN950PVE,1 Lithium Polymer batteries required. (included),android;android 7,Sorry bro,Cellular,Wi-Fi,True,Sorry bro,Super AMOLED,Wireless,Microphone,1440 x 2960,12,Smartphone,Orchid Gray,Sorry bro,Device;USB Cable;Earphone;Ejection pin;USB power adaptor;Earphone;Quick start guide;USB Connector (USB Type-C);Micro USB Connector,No,"April 21, 2016",64 GB,5.8 Inches,4 GB,15%,Sorry bro,3%,Sorry bro,Sorry bro,"{'Phone quality': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Screen quality': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'User friendly': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'POSITIVE'}, 'Battery life': {'pos_rev': '487', 'neg_rev': '66', 'tone': 'MIXED'}}"
"SAMSUNG SmartTag2 (2023) Bluetooth + UWB, IP67 Water and Dust Resistant, Findable via App, 1.5 Year Battery Life - White",4.4,"1,384 ratings",$18.89,$18.89,10%,SAMSUNG,Sorry bro,1.06 ounces,B0CJWDCXWM,EI-T5600BWEGWW,1 CR2 batteries required. (included),Sorry bro,Sorry bro,Sorry bro,Bluetooth,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Sorry bro,White,Sorry bro,Sorry bro,Samsung,"October 5, 2023",Sorry bro,Sorry bro,Sorry bro,Sorry bro,74%,3%,Sorry bro,Sorry bro,"{'Quality': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Ease of setup': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Design': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'POSITIVE'}, 'Functionality': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'MIXED'}, 'Accuracy': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'MIXED'}, 'Connectivity': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'MIXED'}, 'Battery life': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'MIXED'}, 'Beep frequency': {'pos_rev': '34', 'neg_rev': '0', 'tone': 'NEGATIVE'}}"
TracFone Bring Your Own Phone SIM Activation Kit – Retail Packaging,4.2,"2,314 ratings",$7.99,$9.99,20%,TracFone,6 x 0.8 x 9 inches,0.32 ounces,B014X62KUE,TFRTPKP4CNA,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Wireless,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,No,"September 4, 2015",Sorry bro,Sorry bro,Sorry bro,Sorry bro,Sorry bro,3%,Sorry bro,11%,"{'Functionality': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Value for money': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Ease of installation': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Ease of transfer': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Phone compatibility': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Speed': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Service': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'POSITIVE'}, 'Sim card quality': {'pos_rev': '282', 'neg_rev': '68', 'tone': 'MIXED'}}"
"Sony Xperia XA2 Ultra Factory Unlocked Phone - 6"" Screen - 32GB - Black (U.S. Warranty)",4.1,577 ratings,Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
